*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_B9095D7AE029F73E	ictp1gs	Munition Tranchante Grenade Tryker	une	la	Munitions Tranchantes Grenades Trykers	des	les	
_ADD6149A6F66E6A0	ictp1hb	Munition Contondante de Poon	une	la	Munitions Contondantes de Poons	des	les	
_4D821F442F0D4E69	ictp1hp	Munition Perforante de Poon	une	la	Munitions Perforantes de Poons	des	les	
_6DC6149A6F77E2A0	ictp1hs	Munition Tranchante de Poon	une	la	Munitions Tranchantes de Poons	des	les	
_71C8F56FD8A6559B	ictp1pb	Munition Contondante de Rade	une	la	Munitions Contondantes de Rades	des	les	
_30D8E56798774197	ictp1pp	Munition Perforante de Rade	une	la	Munitions Perforantes de Rades	des	les	
_31C8F16FD8B7519B	ictp1ps	Munition Tranchante de Rade	une	la	Munitions Tranchantes de Rades	des	les	
_9B6ED68FEA88092A	ictp2ab	Munition Contondante de Rayler	une	la	Munitions Contondantes de Raylers	des	les	
_9A9ECE97E8B9052E	ictp2ap	Munition Perforante de Rayler	une	la	Munitions Perforantes de Raylers	des	les	
_5B6ED68F6A99092A	ictp2as	Munition Tranchante de Rayler	une	la	Munitions Tranchantes de Raylers	des	les	
_2827677271F50645	ictp2bb	Munition Contondante de Flunker	une	la	Munitions Contondantes de Flunkers	des	les	
_66975768B1D6063B	ictp2bp	Munition Perforante de Flunker	une	la	Munitions Perforantes de Flunkers	des	les	
_28275F7171060645	ictp2bs	Munition Tranchante de Flunker	une	la	Munitions Tranchantes de Flunkers	des	les	
_4643C7981C7C6FCE	ictp2lb	Munition Contondante de Doomer	une	la	Munitions Contondantes de Doomers	des	les	
_4653BBA419CD6FCE	ictp2lp	Munition Perforante de Doomer	une	la	Munitions Perforantes de Doomers	des	les	
_4643C7985C8D6FCE	ictp2ls	Munition Tranchante de Doomer	une	la	Munitions Tranchantes de Doomers	des	les	
_6FB90631A0D2BC9C	ictp2rb	Munition Contondante de Boomer	une	la	Munitions Contondantes de Boomers	des	les	
_AF19FE395C43CC98	ictp2rp	Munition Perforante de Boomer	une	la	Munitions Perforantes de Boomers	des	les	
_6FB9063120E3BC9B	ictp2rs	Munition Tranchante de Boomer	une	la	Munitions Tranchantes de Boomers	des	les	
_E08A3E286950D819	ictr1b	Pistolet-Arbalète Fletcher	un	le	Pistolets-Arbalètes Fletchers	des	les	
_ED3B6458B1A62951	ictr1p	Pistolet Rade	un	le	Pistolets Rades	des	les	
_54309ECBC619CC0A	ictr2a	Mitrailleuse Rayler	une	la	Mitrailleuses Raylers	des	les	
_E423E978EA6FE497	ictr2b	Fusil-Arbalète Flunker	un	le	Fusils-Arbalètes Flunkers	des	les	
_FF3028FA53D63CEF	ictr2h	Harpon Poon	un	le	Harpons Poons	des	les	
_3198D18592AB02FA	ictr2l	Lance-Grenades Doomer	un	le	Lances-Grenades Doomers	des	les	
_9BD2C0F6D1A1266A	ictr2r	Fusil Boomer	un	le	Fusils Boomers	des	les	
_EF684CF0F8ADC38B	ictsb	Rondache Stilten	une	la	Rondaches Stiltens	des	les	
_AB8D77DC946E91DD	ictss	Bouclier Parper	un	le	Boucliers Parpers	des	les	
_326857AE60D3EB4E	iczahb	Bottes Tan-kos	des	les	Bottes Tan-kos	des	les	
_0DD41675AAE85A6B	iczahg	Gants Tan-kos	des	les	Gants Tan-kos	des	les	
_E28AAB31EE45C915	iczahh	Casque Tan-ko	un	le	Casques Tan-kos	des	les	
_F2888FAEE013934E	iczahp	Pantalon Tan-ko	un	le	Pantalons Tan-kos	des	les	
_CDA2FB2B63A2813A	iczahs	Manches Tan-kos	des	les	Manches Tan-kos	des	les	
_24DB59304CA6AEFE	iczahv	Gilet Tan-ko	un	le	Gilets Tan-kos	des	les	
_2D6857AE23300356	iczalb	Bottes Nin-kas	des	les	Bottes Nin-kas	des	les	
_8AD4026FABC76A61	iczalg	Gants Nin-kas	des	les	Gants Nin-kas	des	les	
_ED888FAEA370AB56	iczalp	Pantalon Nin-ka	un	le	Pantalons Nin-kas	des	les	
_09C133296641493E	iczals	Manches Nin-kas	des	les	Manches Nin-kas	des	les	
_A23B59304E755E08	iczalv	Gilet Nin-ka	un	le	Gilets Nin-kas	des	les	
_1C8F7EE5E620B0AC	iczamb	Bottes Shaï-dons	des	les	Bottes Shaï-dons	des	les	
_897C5DE4BF06D3EA	iczamg	Gants Shaï-dons	des	les	Gants Shaï-dons	des	les	
_DCAFB2D6E701E8AC	iczamp	Pantalon Shaï-don	un	le	Pantalons Shaï-dons	des	les	
_84843BB31368363D	iczams	Manches Shaï-dons	des	les	Manches Shaï-dons	des	les	
_E473951F19239A36	iczamv	Gilet Shaï-don	un	le	Gilets Shaï-dons	des	les	
_BE3B1CE8DF344275	iczja	Anneau de Cheville Zoraï	un	l'	Anneaux de Cheville Zoraïs	des	les	
_CBF82DDF8D39B9A9	iczjb	Bracelet Zoraï	un	le	Bracelets Zoraïs	des	les	
_013B1CD3DFB4CA69	iczjd	Diadème Zoraï	un	le	Diadèmes Zoraïs	des	les	
_C02F95F49F550207	iczje	Boucle d'Oreille Zoraï	une	la	Boucles d'Oreille Zoraïs	des	les	
_C700A9DE19732E21	iczjp	Pendentif Zoraï	un	le	Pendentifs Zoraïs	des	les	
_FB01582C9DCB7712	iczjr	Bague Zoraï	une	la	Bagues Zoraïs	des	les	
_9AB971DC5308F2B5	iczm1bm	Massue Nanka	une	la	Massues Nankas	des	les	
_896193D3DFA298C3	iczm1bs	Bâton Shopan	un	le	Bâtons Shopans	des	les	
_61126863B018B210	iczm1pd	Dague Lam	une	la	Dagues Lams	des	les	
_60DCC418D31563C6	iczm1ps	Lance Katoo	une	la	Lances Katoos	des	les	
_09BA9D76E0B4FB2C	iczm1pse	Lance Electrique Katoo	une	la	Lances Electriques Katoos	des	les	
_80B46E2EC6008C1C	iczm1sa	Hache Chok	une	la	Haches Choks	des	les	
_20ECEC5BDC656FC6	iczm1ss	Epée Kovan	une	l'	Epées Kovans	des	les	
_9AB971DC9208E6B7	iczm2bm	Massue Kanka	une	la	Massues Kankas	des	les	
_3AAFCFC7CA74FDC6	iczm2pp	Pique Pukatoo	une	la	Piques Pukatoos	des	les	
_B90CBE4A47E943C3	iczm2sa	Hache Kra-cho	une	la	Haches Kra-chos	des	les	
_23BF3B78A7C123F6	iczm2ss	Epée Matchata	une	l'	Epées Matchatas	des	les	
_D8011791C146A9D8	iczp1bb	Munition Contondante de Zin-kan	une	la	Munitions Contondantes de Zin-kans	des	les	
_167107870127A9CE	iczp1bp	Munition Perforante de Zin-kan	une	la	Munitions Perforantes de Zin-kans	des	les	
_D8010F90C157A9D8	iczp1bs	Munition Tranchante de Zin-kan	une	la	Munitions Tranchantes de Zin-kans	des	les	
_B11A62921AD79787	iczp1gb	Munition Contondante Grenade Zoraï	une	la	Munitions Contondantes Grenades Zoraïs	des	les	
_B0EA4E8CDB687788	iczp1gp	Munition Perforante Grenade Zoraï	une	la	Munitions Perforantes Grenades Zoraïs	des	les	
_711A62921AD89387	iczp1gs	Munition Tranchante Grenade Zoraï	une	la	Munitions Tranchantes Grenades Zoraïs	des	les	
_16C2D461E5F4C940	iczp1pb	Munition Contondante de Tchaï	une	la	Munitions Contondantes de Tchaïs	des	les	
_1782B45BA6D5993C	iczp1pp	Munition Perforante de Tchaï	une	la	Munitions Perforantes de Tchaïs	des	les	
_16B2D461E5F5C540	iczp1ps	Munition Tranchante de Tchaï	une	la	Munitions Tranchantes de Tchaïs	des	les	
_D2E235CEA4359D30	iczp2ab	Munition Contondante de Mo-ka	une	la	Munitions Contondantes de Mo-kas	des	les	
_90D231C4A516812D	iczp2ap	Munition Perforante de Mo-ka	une	la	Munitions Perforantes de Mo-kas	des	les	
_D2E235CDA4369930	iczp2as	Munition Tranchante de Mo-ka	une	la	Munitions Tranchantes de Mo-kas	des	les	
_F165758226F0838D	iczp2bb	Munition Contondante de Ma-kam	une	la	Munitions Contondantes de Ma-kams	des	les	
_F1C559892531778D	iczp2bp	Munition Perforante de Ma-kam	une	la	Munitions Perforantes de Ma-kams	des	les	
_F1657582A6F1838D	iczp2bs	Munition Tranchante de Ma-kam	une	la	Munitions Tranchantes de Ma-kams	des	les	
_28836AAA33B2296E	iczp2lb	Munition Contondante de Ba-zoon	une	la	Munitions Contondantes de Ba-zoons	des	les	
_64A37A9FB3932969	iczp2lp	Munition Perforante de Ba-zoon	une	la	Munitions Perforantes de Ba-zoons	des	les	
_288366A833C3296E	iczp2ls	Munition Tranchante de Ba-zoon	une	la	Munitions Tranchantes de Ba-zoons	des	les	
_746E2A0DD4318809	iczp2rb	Munition Contondante de Shoy-ton	une	la	Munitions Contondantes de Shoy-tons	des	les	
_332E160ED3928408	iczp2rp	Munition Perforante de Shoy-ton	une	la	Munitions Perforantes de Shoy-tons	des	les	
_346E260D94428809	iczp2rs	Munition Tranchante de Shoy-ton	une	la	Munitions Tranchantes de Shoy-tons	des	les	
_52E52A03D9AA1466	iczr1b	Pistolet-Arbalète Zin-kan	un	le	Pistolets-Arbalètes Zin-kans	des	les	
_87B2B40957F8F2D0	iczr1p	Pistolet Tchaï	un	le	Pistolets Tchaïs	des	les	
_CB68A1616E638253	iczr2a	Mitrailleuse Mo-ka	une	la	Mitrailleuses Mo-kas	des	les	
_0E80C12ECF6B469F	iczr2b	Fusil-Arbalète Ma-kam	un	le	Fusils-Arbalètes Ma-kams	des	les	
_E593BD386C3A37BF	iczr2l	Lance-Grenades Ba-zoon	un	le	Lances-Grenades Ba-zoons	des	les	
_B81BE2CE719C6475	iczr2r	Fusil Shoy-ton	un	le	Fusils Shoy-tons	des	les	
_B25917DDDD81A933	iczsb	Rondache Kastu	une	la	Rondaches Kastus	des	les	
_264C77D918A14803	iczss	Bouclier Pakmon	un	le	Boucliers Pakmons	des	les	
_671976B4E076CAEF	itammo	Outil de Création de Munitions	un	l'	Outils de Création de Munitions	des	les	
_023DD4FDCE8CF7DB	itarmor	Outil de Création d'Armures	un	l'	Outils de Création d'Armures	des	les	
_1D263EC7D97736D1	item_sap_recharge	Recharge en Sève	une	la	Recharges en Sèves	des	les	
_6A38EC7264F8ACB8	itforage	Pioche	une	la	Pioches	des	les	
_17F0C707F88F03B3	itjewel	Outil de Création de Bijoux	un	l'	Outils de Création de Bijoux	des	les	
_11B9D1B695EDD4BB	itmwea	Outil de Création d'Armes de Mêlée	un	l'	Outils de Création d'Armes de Mêlée	des	les	
_D22AC1BB950DDCB7	itrwea	Outil de Création d'Armes de Tir	un	l'	Outils de Création d'Armes de Tir	des	les	
_D1586B45D8586BC5	ka_cheveux_medium01	Cheveu Mi-Long de Kami	un	le	Cheveux Mi-Longs de Kami	des	les	
_675AA919E6757399	kami_vial	Ampoule de Kami	une	l'	Ampoules de Kamis	des	les	
_C352FE7488133267	large_brazier	Grand Brasero	un	le	Grands Braseros	des	les	
_B9B29829DF87022E	large_kamic_sphere	Grande Sphère Kamique	une	la	Grandes Sphères Kamiques	des	les	
_BCBFFD1BF5304510	large_purse	Grande Bourse	une	la	Grandes Bourses	des	les	
_24DD6F2D8F1CC117	light_armor_acreditation	Habilitation d'Armure Légère	une	l'	Habilitations d'Armures Légères	des	les	
_0841F666BDA3F666	light_package	Paquet Léger	un	le	Paquets Légers	des	les	
_26A2C12E0EC478E8	list_of_merchandises	Liste de Marchandises	une	la	Listes de Marchandises	des	les	
_E75D086177C679A2	ma_armor01_armpad	Manches d'Armure Matis	des	les	Manches d'Armure Matis	des	les	
_DC4854F45371B068	ma_armor01_bottes	Bottes d'Armure Matis	des	les	Bottes d'Armure Matis	des	les	
_0797B33BE6D6A39A	ma_armor01_gilet	Gilet d'Armure Matis	un	le	Gilets d'Armure Matis	des	les	
_739189819CB8D492	ma_armor01_hand	Gants d'Armure Matis	des	les	Gants d'Armure Matis	des	les	
_2C6668855D7C791B	ma_armor01_pantabotte	Pantalon d'Armure Matis	un	le	Pantalons d'Armure Matis	des	les	
_5C019B7F6E0A5D40	ma_cheveux_long01	Cheveu Long de Matis	un	le	Cheveux Longs de Matis	des	les	
_B55424B02085CDBE	ma_cheveux_medium01	Cheveu Mi-Long de Matis	un	le	Cheveux Mi-Longs de Matis	des	les	
_B4837096D9F875D1	ma_cheveux_shave_01	Cheveu Rasé de Matis	un	le	Cheveux Rasés de Matis	des	les	
_B2A848A3861621A5	ma_cheveux_shave01	Cheveu Rasé de Matis	un	le	Cheveux Rasés de Matis	des	les	
_194FB8DA47059BC4	ma_cheveux_short01	Cheveu Court de Matis	un	le	Cheveux Courts de Matis	des	les	
_CA2D4EBB8905D978	ma_cheveux01	Cheveu de Matis	un	le	Cheveux de Matis	des	les	
_0A2D4EBB8905D978	ma_cheveux02	Cheveu de Matis	un	le	Cheveux de Matis	des	les	
_4CAA9FE391919C7D	ma_civil01_armpad	Manches Matis	des	les	Manches Matis	des	les	
_E8FC3622AD531ABF	ma_civil01_bottes	Bottes Matis	des	les	Bottes Matis	des	les	
_E26995B760A38AC3	ma_civil01_gilet	Gilet Matis	un	le	Gilets Matis	des	les	
_4B783EF4EBEF7B32	ma_civil01_pantabotte	Pantalon Matis	un	le	Pantalons Matis	des	les	
_E43B6FC9551616A4	ma_note	Note au Maître du Feu	une	la	Notes au Maître du Feu	des	les	
_8D8D8EA115C5F4F7	ma_underwear_armpad	Manches Matis	des	les	Manches Matis	des	les	
_F68060DEEED9AEFC	ma_underwear_bottes	Bottes Matis	des	les	Bottes Matis	des	les	
_EDCB7BD3E6194ED3	ma_underwear_gilet	Gilet Matis	un	le	Gilets Matis	des	les	
_1BA25C4167B1A2F8	ma_underwear_hand	Gants Matis	des	les	Gants Matis	des	les	
_908E60515290730E	ma_underwear_pantabottes	Pantalon Matis	un	le	Pantalons Matis	des	les	
_5BA0F2687850722C	ma_visage	Masque Matis	un	le	Masques Matis	des	les	
_21669694296E96AB	mb_mektoub_stew	Ragoût de Mektoubs	un	le	Ragoûts de Mektoubs	des	les	
_5639CF8A20949EE2	mb_merchant_list	Liste de Marchand	une	la	Listes de Marchand	des	les	
_A7D2B32DF590E339	mb_merchant_package	Paquet de Marchand	un	le	Paquets de Marchand	des	les	
_728BC0A3E249CB1F	mb_seal_1	Sceau de Marchand d'Avalae	un	le	Sceaux de Marchand d'Avalae	des	les	
_70D9A3C7112713C9	mb_seal_2	Sceau de Marchand de Natae	un	le	Sceaux de Marchand de Natae	des	les	
_6553675768F76F65	medium_armors_acreditation	Habilitation d'Armure Moyenne	une	l'	Habilitations d'Armures Moyennes	des	les	
_0F761E7242B2AE1F	medium_barrel	Tonneau Moyen	un	le	Tonneaux Moyens	des	les	
_5F8713E44FAFD635	medium_brazier	Brasero Moyen	un	le	Braseros Moyens	des	les	
_C68C5A9AC0ED51ED	medium_conch	Conch Moyen	un	le	Conchs Intermédiaires	des	les	
_86ACB750BF7E4C4A	medium_kamic_sphere	Sphère Kamique Moyenne	une	la	Sphères Kamiques Moyennes	des	les	
_D0AE36D219B68CF2	medium_living_sculpture	Sculpture Vivante Moyenne	une	la	Sculptures Vivantes Moyennes	des	les	
_18C503B3D79EA639	medium_package	Paquet Moyen	un	le	Paquets Moyens	des	les	
_8D8D6AA082EF71F9	medium_purse	Bourse Moyenne	une	la	Bourses Moyennes	des	les	
_1CD5D62713DB1E25	merchant_bag	Sac de Marchand	un	le	Sacs de Marchand	des	les	
_A6951A9AD49C1A17	merchant_box	Boîte de Marchand	une	la	Boîtes de Marchand	des	les	
_3DC1CFFCBE0C5834	merchant_supplies	Fourniture de Marchand	une	la	Fournitures de Marchand	des	les	
_A789C49F25D8B4A0	message	Message	un	le	Messages	des	les	
_2E1AA8946C872CB1	mirror	Miroir	un	le	Miroirs	des	les	
_F64A5DE57DE935FE	money_for_remedy	Argent pour Remède	un	l'	Argent pour Remède	un	l'	
_716CA702A5FBB0F7	old_man_materials	Matière de Vieil Homme	une	la	Matières de Vieil Homme	des	les	
_4473D69103517627	old_man_seeds	Graine de Vieil Homme	une	la	Graines de Vieil Homme	des	les	
_EF293AF1555122E1	orange_medicine	Médicament Orange	un	le	Médicaments Orange	des	les	
_E9F8ECB55E2AECCB	order	Commande	un	l'	Commandes	des	les	
_2098B4B1ACDB2CA2	pot	Pot	un	le	Pots	des	les	
_F99C6B9BD991B1E8	purple_medicine	Médicament Violet	un	le	Médicaments Violets	des	les	
_21D3EF761FEBEA4F	range_weapons_acreditation	Habilitation d'Armes de Tir	une	l'	Habilitations d'Armes de Tir	des	les	
_47B0138589CB31FE	raw_material_acreditation	Habilitation de Matières Premières	une	l'	Habilitations de Matières Premières	des	les	
_96C406431C9E09D7	red_medicine	Médicament Rouge	un	le	Médicaments Rouges	des	les	
_F8BC88414BEEAD03	remedy_vial	Ampoule de Remède	une	l'	Ampoules de Remède	des	les	
_2C5C7C9CEC0930B5	report	Rapport	un	le	Rapports	des	les	
_1E054EFD412081AF	ring_of_vows	Bague de Voeux	un	le	Bagues de Voeux	des	les	
_4CD00557F25F5553	sage_flower	Fleur de Sage	une	la	Fleurs de Sage	des	les	
_0C30055434BF7551	sage_letter	Missive de Sage	une	la	Missives de Sage	des	les	
_8E360A7E0673DA1F	sealed_letter	Missive Scellée	une	la	Missives Scellées	des	les	
_740F5BF9B93A98DE	shriveled_dead_seed	Graine Morte Desséchée	une	la	Graines Mortes Desséchées			
_98C02091C4FE79F6	small_barrel	Petit Tonneau	un	le	Petits Tonneaux	des	les	
_05B15E6F47444E6E	small_brazier	Petit Brasero	un	le	Petits Braseros	des	les	
_BDADA111351F2105	small_conch	Petit Conch	un	le	Petits Conchs	des	les	
_4001F837DFF7162B	small_kamic_sphere	Petite Sphère Kamique	une	la	Petites Sphères Kamiques	des	les	
_D775EE35B5158C4B	small_living_sculpture	Petite Sculpture Vivante	une	la	Petites Sculptures Vivantes	des	les	
_C21F2D22B7F01512	small_purse	Petite Bourse	une	la	Petites Bourses	des	les	
_F3DEB4C27E171FF2	spadassin_letter	Missive de l'Assassin	une	la	Missives de l'Assassin	des	les	
_BBAF6F73F8E118EF	stableboy_whistle	Murmure de Garçon d'Etable	un	le	Murmures de Garçon d'Etable	des	les	
_9F7969CD48038CC5	strange_vibrant_ring	Bague Vibrante Etrange	une	la	Bagues Vibrantes Etranges	des	les	
_9DC91F7C9107D188	supplier_list	Liste de Fournisseur	une	la	Listes de Fournisseur	des	les	
_DBA592A9F5A61295	swarmplants_fiber	Fibre de Shooki	une	la	Fibres de Shooki	des	les	
_0D00D78FC27E9C50	swarmplants_fruit	Morceau de Fruit de Shooki	un	le	Morceaux de Fruit de Shooki	des	les	
_BD3B43B779DB0347	system_mp	Matière Première Générique	une	la	Matières Premières Génériques	des	les	
_0C2EAD116674F0B3	tiny_worms	Petit Ver	un	le	Petits Vers	des	les	
_0BD7FB4FF3516C32	tp_kami_avalae	Pacte Kami/Téléporteur vers Avalae	un	le	Pactes Kamis/Téléporteur vers Avalae	des	les	
_A27E37878570C7A8	tp_kami_avendale	Pacte Kami/Téléporteur vers Avendale	un	le	Pactes Kamis/Téléporteur vers Avendale	des	les	
_1E422B64026FB7A6	tp_kami_bountybeaches	Pacte Kami/Téléporteur vers les Plages d'Abondance	un	le	Pactes Kamis/Téléporteur vers les Plages d'Abondance	des	les	
_AD5821E28C67D4F0	tp_kami_citiesofintuition	Pacte Kami/Téléporteur vers les Cités de l'Intuition	un	le	Pactes Kamis/Téléporteur vers les Cités de l'Intuition	des	les	
_667E13AB72DFB71F	tp_kami_crystabell	Pacte Kami/Téléporteur vers Crystabell	un	le	Pactes Kamis/Téléporteur vers Crystabell	des	les	
_F8CDAC5432686572	tp_kami_davae	Pacte Kami/Téléporteur vers Davae	un	le	Pactes Kamis/Téléporteur vers Davae	des	les	
_D757A45E3D634E90	tp_kami_dewdrops	Pacte Kami/Téléporteur vers les Chutes de la Rosée	un	le	Pactes Kamis/Téléporteur vers les Chutes de la Rosée	des	les	
_B4A0AD414C751CEB	tp_kami_dunesofexil	Pacte Kami/Téléporteur vers les Dunes de l'Exil	un	le	Pactes Kamis/Téléporteur vers les Dunes de l'Exil	des	les	
_7A9E445038688989	tp_kami_dyron	Pacte Kami/Téléporteur vers Dyron	un	le	Pactes Kamis/Téléporteur vers Dyron	des	les	
_8931DF922CEF2BAD	tp_kami_enchantedisle	Pacte Kami/Téléporteur vers l'Ile Enchantée	un	le	Pactes Kamis/Téléporteur vers l'Ile Enchantée	des	les	
_A9692F73D0AE0DA5	tp_kami_fairhaven	Pacte Kami/Téléporteur vers Fairhaven	un	le	Pactes Kamis/Téléporteur vers Fairhaven	des	les	
_533C0DB09D05215B	tp_kami_fleetinggarden	Pacte Kami/Téléporteur vers le Jardin Fugace	un	le	Pactes Kamis/Téléporteur vers le Jardin Fugace	des	les	
_C88E1ECD5FA82066	tp_kami_forbidden_depths	Pacte Kami/Téléporteur vers les Profondeurs Interdites	un	le	Pactes Kamis/Téléporteur vers les Profondeurs Interdites	des	les	
_E0CED5D3B83B3CAF	tp_kami_frahartowers	Pacte Kami/Téléporteur vers les Tours Frahars	un	le	Pactes Kamis/Téléporteur vers les Tours Frahars	des	les	
_98DD4BA930390237	tp_kami_gate_of_obscurity	Pacte Kami/Téléporteur vers la Porte de l'Obscurité	un	le	Pactes Kamis/Téléporteur vers la Porte de l'Obscurité	des	les	
_C9D9C15A522B1F6A	tp_kami_groveofconfusion	Pacte Kami/Téléporteur vers le Bosquet de la Confusion	un	le	Pactes Kamis/Téléporteur vers le Bosquet de la Confusion	des	les	
_F81D21F450A6D071	tp_kami_groveofumbra	Pacte Kami/Téléporteur vers le Bosquet de l'Ombre	un	le	Pactes Kamis/Téléporteur vers le Bosquet de l'Ombre	des	les	
_8751AC7F0A16DF93	tp_kami_havenofpurity	Pacte Kami/Téléporteur vers le Havre de Pureté	un	le	Pactes Kamis/Téléporteur vers le Havre de Pureté	des	les	
_2520407B84EA0647	tp_kami_hereticshovel	Pacte Kami/Téléporteur vers la Masure de l'Hérétique	un	le	Pactes Kamis/Téléporteur vers la Masure de l'Hérétique	des	les	
_97CD91C27B7A24A8	tp_kami_hiddensource	Pacte Kami/Téléporteur vers la Source Cachée	un	le	Pactes Kamis/Téléporteur vers la Source Cachée	des	les	
_DF27DFD072C1D3EC	tp_kami_hoi_cho	Pacte Kami/Téléporteur vers Hoï-Cho	un	le	Pactes Kamis/Téléporteur vers Hoï-Cho	des	les	
_FFEFB3D412C9A3FE	tp_kami_jen_lai	Pacte Kami/Téléporteur vers Jen-Laï	un	le	Pactes Kamis/Téléporteur vers Jen-Laï	des	les	
_9DD6FE657D6E3032	tp_kami_knollofdissent	Pacte Kami/Téléporteur vers le Tertre de la Dissidence	un	le	Pactes Kamis/Téléporteur vers le Tertre de la Dissidence	des	les	
_8C0A9184C7CB1935	tp_kami_knotofdementia	Pacte Kami/Téléporteur vers le Noeud de la Démence	un	le	Pactes Kamis/Téléporteur vers le Noeud de la Démence	des	les	
_1F876554FFFC1D32	tp_kami_lagoonsofloria	Pacte Kami/Téléporteur vers les Lagons de Loria	un	le	Pactes Kamis/Téléporteur vers les Lagons de Loria	des	les	
_17D8501B580A17AE	tp_kami_maidengrove	Pacte Kami/Téléporteur vers le Bosquet Vierge	un	le	Pactes Kamis/Téléporteur vers le Bosquet Vierge	des	les	
_DF5FAFDA1261E7EC	tp_kami_min_cho	Pacte Kami/Téléporteur vers Min-Cho	un	le	Pactes Kamis/Téléporteur vers Min-Cho	des	les	
_78ADD45C32086572	tp_kami_natae	Pacte Kami/Téléporteur vers Natae	un	le	Pactes Kamis/Téléporteur vers Natae	des	les	
_02FCAE8F5AD23328	tp_kami_nexus_bagne	Pacte Kami/Téléporteur vers Nexus 	un	le	Pactes Kamis/Téléporteur vers Nexus 	des	les	
_33F40B0DBA231F3D	tp_kami_nexus_route_gouffre	Pacte Kami/Téléporteur vers le Tunnel au départ de Nexus vers la Route des Ombres 	un	le	Pactes Kamis/Téléporteur vers le Tunnel au départ de Nexus vers la Route des Ombres 	des	les	
_02FCBE9A5BF33328	tp_kami_nexus_terre	Pacte Kami/Téléporteur vers le Nexus	un	le	Pactes Kamis/Téléporteur vers le Nexus	des	les	
_687F3886839AEA60	tp_kami_oflovaksoasis	Pacte Kami/Téléporteur vers l'Oasis d'Oflovak	un	le	Pactes Kamis/Téléporteur vers l'Oasis d'Oflovak	des	les	
_E09005CFBAC95099	tp_kami_outlawcanyon	Pacte Kami/Téléporteur vers le Canyon Interdit	un	le	Pactes Kamis/Téléporteur vers le Canyon Interdit	des	les	
_FC75FAC4F95CD935	tp_kami_pyr	Pacte Kami/Téléporteur vers Pyr	un	le	Pactes Kamis/Téléporteur vers Pyr	des	les	
_34EF6DBCF5ACEC8A	tp_kami_restingwater	Pacte Kami/Téléporteur Kami vers l'Eau du Repos	un	le	Pactes Kamis/Téléporteur Kamis vers l'Eau du Repos	des	les	
_B05F89ACF28EF0A3	tp_kami_sawdustmines	Pacte Kami/Téléporteur vers les Mines de Sciure	un	le	Pactes Kamis/Téléporteur vers les Mines de Sciure	des	les	
_98689EBF5CCD51AB	tp_kami_the_trench_of_trials_tryker	Pacte Kami/Téléporteur vers le Tunnel au départ de la Fosse aux Epreuves vers les terres trykers	un	le	Pactes Kamis/Téléporteur vers le Tunnel au départ de la Fosse aux Epreuves vers les terres trykers	des	les	
